,name,rating,ctype,highly_rated,hq,reviews_K,no_of_employees,desc
646,Luminous Power Technologies,4.2,Consumer Electronics & Appliances ,"Company Culture, Work Life Balance, Job Security", Gurgaon/Gurugram ,91.0, 1k-5k ,"Luminous Power Technologies is the leading power and home electrical specialist in India having a vast portfolio comprising of Power back up solutions such as UPS, Batteries and Solar Applications to Electrical offerings such as Fans, Wires, Switches and LED lighting.
With 7 manufacturing units, more than 28 sales offices in India and presence in over 36 countries, our 6000 employees serve more than 60,000 channel partners and millions of customers. Our motto has always been Customer Delight through Innovation & Passion with the focus on Execution & Team-work. At Luminous, we passionately innovate to make life comfortable and efficient."
647,Wistron,3.9,Electronics Manufacturing ,Job Security, Taipei ,92.0, 1k-5k ,"Wistron Corporation is an ODM (original design manufacturer) providing a variety of support services related to design, manufacturing, and after-sales service for information and communication technology (ICT) products. Wistron's client base consists of branded, global/regional-based OEM (original equipment manufacturer) companies."
648,Indegene,3.6,Analytics & KPO ,"Promotions / Appraisal, Work Satisfaction, Work Life Balance", Princeton ,92.0, 1k-5k ,"We are a technology-led healthcare solutions provider. We combine deep industry expertise with fit-for-purpose technology in an agile and scalable operating model. Many of the leading global healthcare organizations rely on us to deliver effective and efficient clinical, medical, and commercial outcomes every day. From strategy to execution, we enable healthcare organizations to be future-ready. Driven by the passion to improve people’s lives and subsequently, business outcomes, we continue to push technology-backed efforts with a high success rate. Our ability to commercialize innovation has earned us multiple industry recognitions. We also believe collaboration is essential to proceed in the right direction."
649,CreditAccess Grameen,4.3,NBFC ,"Job Security, Company Culture, Skill Development / Learning", Bangalore/Bengaluru ,92.0, 10k-50k ,"CreditAccess Grameen Limited is a leading Indian micro-finance institution headquartered in Bangalore, focused on providing micro-loans to women customers predominantly in Rural Areas in India.

CreditAccess Grameen began its journey in a small village in Karnataka in 1999. It has followed a strategy of a contiguous district-based expansion across regions and, as of September 30,2019 it covered 213 districts in the thirteen states (Karnataka, Maharashtra, Tamil Nadu, Chhattisgarh, Madhya Pradesh, Odisha, Kerala, Goa, Gujarat, Rajasthan, Jharkhand, Bihar and Uttar Pradesh) and one union territory (Puducherry) in India through 887 branches and 7119 loan officers."
650,TELUS International Philippines,3.8,IT Services & Consulting ,Work Life Balance, Pasig City ,92.0, 1k-5k ,"Fueling any stage of company growth, TELUS International delivers integrated customer experience and digital services solutions to some of the world’s most disruptive brands from fast-growing tech, financial services and fintech, games, travel and hospitality, and healthcare industries. 

The company's solutions cover customer experience, digital transformation, IT lifecycle, advisory services and digital consulting, risk management, and back-office support. In addition to our global service delivery capabilities, our multi-shore, multi-language programs offer safe, secure infrastructure, value-based pricing, skills-based resources and exceptional customer service – all backed by TELUS, our multi-billion dollar telecommunications parent."
651,Infogain,3.7,IT Services & Consulting ,"Promotions / Appraisal, Salary & Benefits", Los Gatos ,92.0, 1k-5k ,"Infogain is a Silicon Valley headquartered company with software platform engineering and deep domain expertise in travel, retail, insurance and high technology. We accelerate the delivery of digital customer engagement systems using digital technologies such as cloud, microservices, robotic process automation and artificial intelligence to our clients.Our unique engagement approach of “Listen-Curate-Deliver” helps to accelerate the innovation journey of 5 of the world’s largest 50 companies and 24 of the Fortune 500, with several relationships of over 10 years..We deliver positive business outcomes using rapid prototyping and a solid foundation of DevOps-based software platform engineering that ensure high-quality and on-time delivery."
652,GAIL,4.5,Oil & Gas ,"Work Life Balance, Company Culture, Skill Development / Learning", Delhi/NCR ,91.0, 1k-5k ,"GAIL (India) Limited is India’s leading natural gas company with diversified interests across the natural gas value chain of trading, transmission, LPG production & transmission, LNG re-gasification, petrochemicals, city gas, E&P, etc. It owns and operates a network of around 13,340 km of natural gas pipelines spread across the length and breadth of country. It is also working concurrently on execution of multiple pipeline projects to further enhance the spread. GAIL commands ~70% market share in gas transmission and has a Gas trading share of over ~ 50% in India. GAIL and its Subsidiaries / JVs also have a formidable market share in City Gas Distribution . In the Liquefied Natural Gas (LNG) market, GAIL has significantly large portfolio. GAIL is also expanding its presence in renewable energy like Solar, Wind and Biofuel."
653,Patanjali Foods,4.0,FMCG ,Work Life Balance, Mumbai ,90.0, 5k-10k ,"Featuring among the top five FMCG players in India, Ruchi Soya Industries Limited (Ruchi Soya) is a leading manufacturer and India’s largest marketer of healthier edible oils, soya food, premium table spread, vanaspati and bakery fats. It is also the highest exporter of soya meal, lecithin and other food ingredients from India. Established in 1986, Ruchi Soya has emerged as an integrated player, from farm to fork with secured access to oil palm plantations in India and other key regions of the world. Ruchi soya has access with exclusive oil procurement rights to over two lakh hectares of land in India with a potential of oil palm cultivation"
654,Medhaj Techno Concept,4.3,Other ,"Company Culture, Skill Development / Learning, Work Life Balance", Lucknow ,91.0, 1k-5k ,"Medhaj Techno Concept Pvt. Ltd., AN ISO 9001:2015; 14001:2015 & 27001:2013 Company incorporated in 2007 is one of the fastest growing infrastructure consultancy firms in India. Medhaj brings together professionals from diverse disciplines with complementary skills. We offer a wide range of consultancy services, particularly in the areas of pre-project advisory, design engineering, smart grid, project management, third party quality inspection, construction supervision, energy efficiency, policy & regulatory advisory and public private partnership.Breadth & Depth: Medhaj has a pan India presence with offices and team in more than 27+ states in India for its 75+ clients. Medhaj is the leading consultant in Smart Grid and other high-end IT enablement projects in infrastructure sector."
655,Tenneco,3.8,Auto Components ,"Promotions / Appraisal, Salary & Benefits, Job Security", Lake Forest ,91.0, 1k-5k ,"Following Tenneco’s expected separation to form two new, independent companies, an Aftermarket and Ride Performance company (DRiV™) as well as a new Powertrain Technology company, the new Tenneco will be one of the world’s largest pure-play powertrain companies serving OE markets worldwide with engineered solutions addressing fuel economy, power output, and criteria pollution requirements for gasoline, diesel and electrified powertrains"
656,IndiaFirst Life Insurance,4.2,Insurance ,"Salary & Benefits, Company Culture, Work Life Balance", Mumbai ,92.0, 1k-5k ,"IndiaFirst Life Insurance Company is a life insurance company in India. It started as a joint venture between two of India's public sector banks – Bank of Baroda and Andhra Bank, and UK's financial and investment company Legal & General. It was incorporated in November, 2009. It has its headquarters in Mumbai"
657,Jio Platforms,3.7,IT Services & Consulting ,Job Security, Navi Mumbai ,92.0, 5k-10k ,
658,Infinx,3.6,Software Product ,"Promotions / Appraisal, Salary & Benefits", Mumbai ,91.0, 1k-5k ,"We create intelligent payment lifecycle solutions for healthcare providers. From our artificial intelligence-driven Prior Authorization Software, which streamlines preauthorization workflows for hospitals, clinics, imaging centers, and laboratories to revenue cycle management solutions for various specialties, we focus on increasing revenue and improving patient satisfaction for our customers. Every customer is a partner in our business. With an experienced team dedicated to solving reimbursement bottlenecks in the healthcare industry, we collaborate with the best and brightest to create innovative and scalable solutions that improve your bottom line. We look forward to helping you."
659,Videocon d2h,3.9,Internet ,"Skill Development / Learning, Company Culture", Mumbai ,90.0, 501-1k ,"d2h, has won the hearts of millions over the years with its quality services that are constantly revolutionizing the entertainment industry. Since the last 4 years, d2h has continuously been India's Fastest Growing DTH brand. It has a gross subscriber base of 19 million.

Enhancing entertainment and TV viewing for our customers has always been a priority for d2h. This made us come up with some of the best technological innovations like India's first 4K Ultra HD Channel, Wireless DTH Headphones, Radio Frequency DTH Remote and a 1000 GB HD DVR, constantly redefining the TV viewing experience.

d2h has prided itself in presenting its subscribers with a robust line-up of 650 channels and services, including 61 Asli HD Channels & services and a host of regional channels. d2h has launched d2h stream Set top Box (Connected Set top box) which converts your existing normal TV into a Smart TV. The Connected set top box allows one to browse content from Facebook, Twitter, Daily Motion, video on demand sites, news sites, weather sites, etc through applications residing on STB. Powered by the MPEG-4 and DVB-S2 technology, d2h transforms your TV into a hub of entertainment and knowledge."
660,Kantar,3.7,Analytics & KPO ,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction", London ,91.0, 5k-10k ,"Kantar is the world’s leading data insights and consulting company.

For over 75 years we have been pioneers in developing new technologies to provide our clients with a unique understanding of people. Our global team of more than 25,000 use that unique understanding to inspire business growth for our clients at every stage of the marketing cycle. As a result, our clients have the ability to build customer-obsessed marketing organizations that understand how and where to invest for impact, how to build brands, how to grow customer penetration and loyalty, and how to transform the market to win greater share.

Within Kantar lies Kantar Analytics, a strategic, forward-thinking team of over 1,500 globally that uses cutting-edge advanced analytics techniques and AI-powered technology to predict consumer behavior and optimize priorities for growth.

We help clients build stronger brand connections and differentiated experiences, manage complex data and enable faster action, optimize marketing spending to improve both short and long-term ROI, increase value from customers. Our solutions continue to push the envelope with innovation and lead the way in AI and Machine Learning within our industry.

Established in May of 2018, Kantar Analytics has quickly grown to a $100 million business and a highly recognized growth platform for Kantar."
661,Johnson Lifts,4.1,Industrial Machinery ,"Job Security, Work Life Balance, Skill Development / Learning", Chennai ,90.0, 5k-10k ,"Over five decades ago, an Indian elevator company was born with a dream that India could take on the best in the world. Since then, it’s been a steady climb to greater and greater heights. Today, in vertical transportation, our market-share is an industry-leading 20%. We are an ISO 9001 company with several prestigious quality awards. We received the IMC Ramakrishna Bajaj National Quality Award 2009 for manufacturing excellence."
662,Continental Automotive Components,4.3,Auto Components ,"Job Security, Company Culture, Work Life Balance", Lower Saxony ,91.0, 5k-10k ,"Continental develops pioneering technologies and services for sustainable and connected mobility of people and their goods. Founded in 1871, the technology company offers safe, efficient, intelligent, and affordable solutions for vehicles, machines, traffic and transportation. In 2018, Continental generated sales of €44.4 billion and currently employs around 245,000 people in 60 countries and markets."
663,CSB Bank,3.4,Banking ,"Promotions / Appraisal, Company Culture, Work Satisfaction", Thrissur/Trichur ,92.0, 1k-5k ,"We are one of the oldest private sector banks in India with a history of over 98 years, and a strong base in Kerala along with significant presence in Tamil Nadu, Karnataka, and Maharashtra. We offer a wide range of products and services to our overall customer base of 1.3 million as on March 31, 2019, with particular focus on SME, retail, and NRI customers. We deliver our products and services through multiple channels, including 414 branches (excluding three service branches and two asset recovery branches) and 277 ATMs spread across 16 states and four union territories as on March 31, 2019, and various alternate channels such as micro ATMs, debit cards, internet banking, mobile banking, point of sale services, and UPI. We believe with our focus on quality of service and nurturing long term relationship with our customers, we have developed a well-recognized and trusted brand in south India, particularly in the states of Kerala and Tamil Nadu."
664,Eaton Corporation,4.0,Power ,"Job Security, Company Culture, Work Life Balance", Cleveland ,91.0, 5k-10k ,"Eaton is an intelligent power management company dedicated to improving the quality of life and protecting the environment for people everywhere. We are guided by our commitment to do business right, to operate sustainably, and to help our customers manage power ─ today and well into the future. By capitalizing on the global growth trends of electrification and digitalization, we're accelerating the planet's transition to renewable energy, helping to solve the world's most urgent power management challenges, and doing what's best for our stakeholders and all of society.Founded in 1911, 2023 marks Eaton's 100th anniversary of being listed on the New York Stock Exchange. We reported revenues of $20.8 billion in 2022 and serve customers in more than 170 countries. For more information, visit www.eaton.com."
665,AIIMS,4.2,Healthcare ,"Skill Development / Learning, Work Satisfaction, Work Life Balance", Delhi/NCR ,90.0, 10k-50k ,"Creating a country imbued with a scientific culture was Jawaharlal Nehru's dream, and immediately after independence he prepared a grand design to achieve it. Among the temples of modern India which he designed, was a centre of excellence in the medical sciences. Nehru's dream was that such a centre would set the pace for medical education and research in Southeast Asia , and in this he had the wholehearted support of his Health Minister, Rajkumari Amrit Kaur.
The health survey and development committee ,chaired by Sir Joseph Bhore, an Indian Civil Servant ,had in 1946 already recommended the establishment of a national medical centre which would concentrate on meeting the need for highly qualified manpower to look after the nation's expanding health care activities . The dreams of Nehru and Amrit Kaur and the recommendations of the Bhore Committee converged to create a proposal which found favor with the government of New Zealand. A generous grant from New Zealand under the Colombo Plan made it possible to lay the foundation stone of All India Institute of Medical Sciences (AIIMS) in 1952.The AIIMS was finally created in 1956,as an autonomous institution through an Act of Parliament ,to serve as a nucleus for nurturing excellence in all aspect of health care.
All-India Institute of Medical Sciences was established as an institution of national importance by an Act of Parliament with the objects to develop patterns of teaching in Undergraduate and Post-graduate Medical Education in all its branches so as to demonstrate a high standard of Medical Education in India; to bring together in one place educational facilities of the highest order for the training of personnel in all important branches of health activity; and to attain self-sufficiency in Post-graduate Medical Education.
The Institute has comprehensive facilities for teaching, research and patient-care. As provided in the Act, AIIMS conducts teaching programs in medical and para-medical courses both at undergraduate and postgraduate levels and awards its own degrees. Teaching and research are conducted in 42 disciplines. In the field of medical research AIIMS is the lead, having more than 600 research publications by its faculty and researchers in a year. AIIMS also runs a College of Nursing and trains students for B.Sc.(Hons.) Nursing post-certificate) degrees.
Twenty-five clinical departments including four super specialty centers manage practically all types of disease conditions with support from pre- and Para-clinical departments. However, burn cases, dog-bite cases and patients suffering from infectious diseases are not entertained in the AIIMS Hospital. AIIMS also manages a 60-beded hospital in the Comprehensive Rural Health Centre at Ballabgarh in Haryana and provides health cover to about 2.5 lakh population through the Centre for Community Medicine."
666,Consolidated Contractors,4.5,Engineering & Construction ,"Work Satisfaction, Company Culture, Work Life Balance", Marousi ,89.0, 1k-5k ,"CCC’s origins go back to 1952 when three talented young entrepreneurs, the late Kamel Abdul-Rahman, the late Hasib Sabbagh, and the late Said Khoury, joined forces to create one of the first Arab construction companies.

After decades of growth, CCC continues to practice the same style of management incorporated at its founding, a style based on mutual trust with clients, ease of communication, and smooth collaboration across locations and departments. Since the company’s humble beginnings, the CCC Group has expanded to include several subsidiaries, augmenting CCC’s regional and international status. Today, CCC leads the industry in the adoption of new technology to improve construction efficiency and enhance project controls.

To learn more about CCC, please browse a more detailed company Introduction, meet our Key Personnel, explore our Offices & Projects around the world, learn some Company Facts & Statistics, find our Group members, and see our many Partners with whom we have successfully collaborated during the past half century in the construction industry."
667,Wind World,4.0,Power ,"Job Security, Work Life Balance, Skill Development / Learning", Mumbai ,90.0, 5k-10k ,"The origins of our story began in 1994, way before the first gusts of an energy crisis blew across our land. It was a time when wind energy emerged not as an alternative, but a mainstream, renewable, eco-friendly source of power generation. 'Since then we've emerged as the country's preferred wind power solution provider, on a number of counts. Wind World (India) Limited (WWIL) formerly Enercon (India) Limited has always been a path breaker, with innovations that have consistently left the others behind. Gearless technology, an energy-efficient grid feeding system and long-lasting warp resistant blades are just cases in point.

Our wind farms today straddle seven high wind potential states Karnataka, Maharashtra, Tamil Nadu, Rajasthan, Gujarat, Madhya Pradesh and Andhra Pradesh, spread across 3,000 kms of India. We have installed over 6204 Wind Energy Converters (WECs) with a capacity of over 4561 MW."
668,Bajaj Motors,4.0,Auto Components ,Skill Development / Learning, Gurgaon ,89.0, 501-1k ,"Located on the Delhi-Jaipur Highway on 39-40 milestone, Bajaj Motors Limited is ISO 9001:2000 certified & recommended for TS-16949, ISO-14001 certifications from TUV GmBH, Germany. Since its inception in 1986, BAJAJ MOTORS has its specialization in Machining for Auto components specifically Precision Engine Components."
669,PharmEasy,3.7,Internet ,"Job Security, Promotions / Appraisal", Mumbai ,90.0, 1k-5k ,"PharmEasy is here to help you take it easy! We are amongst one of India's top online pharmacy and health care platforms. It enables you to purchase medicines online by connecting you to registered retail pharmacies and get them delivered to your home. We make online medicine purchase easy, simple and affordable!

Our doorstep medicine delivery service is available PAN-India. This online medicine portal also allows you to choose from 1 lakh+ healthcare products, OTC products and medical equipment. PharmEasy is a one-stop platform where you can also book diagnostic tests including blood tests, full-body checkups, and other preventive health check-ups at an affordable cost, right from the comfort of your home. We have partnered with trusted & certified labs that arrange for a sample pick-up from the convenience of your home. They also provide you with timely reports."
670,Piaggio,3.8,Automobile ,"Promotions / Appraisal, Job Security, Salary & Benefits", Pontedera ,90.0, 1k-5k ,"What today is one of the leading motor vehicle manufacturers in the world, Piaggio & C. SpA was found in 1884. Currently, Piaggio is the market leader in Europe and has since expanded its services to over 100+ countries with a proficient presence in the Asian market. The vehicle range includes scooters, mopeds and motorcycles starting from 50 to 1,200cc under the Piaggio, Vespa, Gilera, Aprilia, Moto Guzzi, Derbi and Scarabeo brands. The 3 and 4-wheeled light transportation vehicles are marketed under the Apé, Porter and Quargo brands."
671,Godrej Properties,3.8,Real Estate ,Job Security, Mumbai ,90.0, 1k-5k ,"Godrej Properties Limited is a real estate company with its head office in Mumbai, India.A subsidiary of Godrej Industries Ltd, the company was established in 1990 under the leadership of Adi Godrej. The company is currently developing projects that are estimated to cover more than 89.7 million square feet."
672,Mahindra CIE Automotive,3.9,Auto Components ,"Promotions / Appraisal, Job Security, Company Culture", Mumbai ,90.0, 1k-5k ,"“Mahindra CIE Automotive Limited (‘Mahindra CIE’ or ‘MCIE’) is a subsidiary of the CIE Automotive Group of Spain and is is listed on the BSE Limited (BSE) and the National Stock Exchange of India Limited (NSE). MCIE is the CIE Automotive Group's platform to operate all of it’s automotive components business forging technology worldwide and in South East Asia across all production technologies. MCIE today is a large diversified ‘Tier 2’ auto-components company which manufactures parts, not systems and aggregates, but these parts are complex and value added thus differentiating it from other ‘tier 2 parts’ companies. MCIE is focused on the automotive market – cars, utility vehicles, commercial vehicles, two wheelers and tractors. MCIE is a multi-locational and multi-technology business with engineering capabilities and manufacturing facilities in India, Germany, Spain, Lithuania, Italy and Mexico. MCIE has an established presence in each of these locations and supplies automotive components to customers based there and overseas. Our manufacturing locations are generally located close to major automotive manufacturing hubs in order to facilitate supplies to our customers. In certain instances, we also provide services such as value analysis and value engineering to add value to our customers'​ products. Our unique combination of specialization in high value-added products, which is usually delivered directly to OEMs and our presence across multiple production technologies, differentiates us from other component suppliers”"
673,Bharat Sanchar Nigam,4.0,Telecom ,"Work Life Balance, Job Security", Delhi/NCR ,88.0, 50k-1 Lakh ,"Bharat Sanchar Nigam Ltd. was incorporated on 15th september 2000 . It took over the business of providing of telecom services and network management from the erstwhile Central Government Departments of Telecom Services (DTS) and Telecom Operations (DTO), with effect from 1st October‘ 2000 on going concern basis.It is one of the largest & leading public sector units providing comprehensive range of telecom services in India. 

BSNL has installed Quality Telecom Network in the country & now focusing on improving it, expanding the network, introducing new telecom services with ICT applications in villages & winning customer's confidence."
674,PNB Housing Finance,3.9,Financial Services ,Promotions / Appraisal, Delhi/NCR ,89.0, 1k-5k ,"PNB Housing Finance Limited (PNB Housing) is a registered housing finance company with National Housing Bank (NHB). It was incorporated under the Companies Act, 1956 and commenced its operations on November 11, 1988. PNB Housing is promoted by Punjab National Bank (PNB). The Company came out with a public issue of equity shares in November 2016. Its equity shares are listed on National Stock Exchange (NSE) and Bombay Stock Exchange (BSE) with effect from 7th November 2016."
675,TE Connectivity,4.1,Electronics Manufacturing ,"Company Culture, Work Life Balance, Job Security", Schaffhausen ,89.0, 1k-5k ,"Solutions that power electric vehicles, aircraft, digital factories, and smart homes. Innovation that enables life-saving medical care, sustainable communities, efficient utility networks, and the global communications infrastructure. For more than 75 years, we have partnered with customers to produce highly engineered connectivity and sensing products that make a connected world possible. Our focus on reliability and durability, our commitment to progress, and the unmatched range of our product portfolio enables companies large and small to turn ideas into technology that can transform how the world works and lives tomorrow."
676,Intertek,3.8,Other ,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction", London ,89.0, 1k-5k ,"Intertek Group plc is a British multinational assurance, inspection, product testing and certification company headquartered in London, England. It is listed on the London Stock Exchange and is a constituent of the FTSE 100 Index"
677,Jaquar,4.1,Building Material ,"Job Security, Work Life Balance, Company Culture", Gurgaon ,89.0, 10k-50k ,"The Jaquar Group, established in 1960, is a company that sells faucets, showers, shower enclosures, sanitary ware, flushing systems, wellness products, concealed cisterns, water heaters, and varied lighting products."
678,Zf Rane Automotive,4.1,Auto Components ,"Skill Development / Learning, Work Satisfaction", Chennai ,89.0, 1k-5k ,
679,JW Marriott,4.1,Hospitality ,"Job Security, Skill Development / Learning, Company Culture", Bethesda ,88.0, 1k-5k ,"JW Marriott is part of Marriott International’s luxury portfolio and consists of beautiful properties in gateway cities and distinctive resort locations in 28 countries around the world. These elegant hotels cater to today’s sophisticated, self-assured travelers, offering them the quiet luxury they seek in a warmly authentic, relaxed atmosphere lacking in pretense. JW Marriott properties artfully provide highly crafted, anticipatory experiences that are reflective of their locale so that their guests have the time to focus on what is most important to them."
680,TUV SUD,4.0,Other ,Promotions / Appraisal, Munich ,89.0, 1k-5k ,"Everyday around the world, customers come to TÜV SÜD with questions. “Can we make it better, faster, more efficient and sustainable? How do we strike the balance between quality, profitability and sustainability?” Beyond solving problems, TÜV SÜD is dedicated to adding tangible economic value to our customers. That is why “Choose certainty. Add value.” is the core philosophy behind everything that we do. We partner our customers with early consultation and continuous guidance to make sustainable progress a reality."
681,Automotive Manufacturers,4.2,Automobile ,"Job Security, Skill Development / Learning, Work Life Balance", Mumbai ,89.0, 10k-50k ,"Automotive Manufacturers Private Limited (AMPL) was incorporated in the year 1948, under the dynamic leadership of Shri. Manubhai Sanghvi and Shri. P.P Sanghvi.
The company started as main dealers of Leyland Motors, UK for marketing their products in the erstwhile states of Bombay, Hyderabad and Saurashtra. The company assembled about 2000 Leyland vehicles at its Kurla Works between 1949 and 1955.In addition to marketing, the company was also engaged in CKD assembly of Leyland vehicles till 1955, when Leyland Motors, U.K. entered into financial and technical collaboration with Ashok Leyland.
In the year 1958 dealership for Mahindra& Mahindra Limited was taken. The company thereafter took up marketing of products manufactured by Ashok Leyland in the states of Maharashtra, Andhra Pradesh and Gujarat, Mahindra in Andhra Pradesh and Gujarat. 
In 1986 dealership for Maruti Suzuki Ltd., was taken for Maharashtra at Navi Mumbai and subsequently extended to Nagpur, Aurangabad and Nasik. 
Kobelco, a giant in the construction equipment sector has been added. In 2007, dealership for Audi was taken for the state of Andhra Pradesh."""
682,Godrej Consumer Products,4.3,FMCG ,"Work Life Balance, Company Culture, Skill Development / Learning", Mumbai ,88.0, 1k-5k ,"Godrej Consumer Products is a leading emerging markets company. As part of the over 122-year young Godrej Group, we are fortunate to have a proud legacy built on the strong values of trust, integrity and respect for others. At the same time, we are growing fast and have exciting, ambitious aspirations.Today, our Group enjoys the patronage of 1.15 billion consumers globally, across different businesses. In line with our 3 by 3 approach to international expansion at Godrej Consumer Products, we are building a presence in 3 emerging markets (Asia, Africa, Latin America) across 3 categories (home care, personal care, hair care). We rank among the largest household insecticide and hair care players in emerging markets. In household insecticides, we are the leader in India and Indonesia and are expanding our footprint in Africa. We are the leader in serving the hair care needs of women of African descent, the number one player in hair colour in India and Sub-Saharan Africa, and among the leading players in Latin America. We rank number two in soaps in India, are the number one player in air fresheners in India and Indonesia, and a leader in wet tissues in Indonesia.But for us, it is very important that besides our strong financial performance and innovative, much-loved products, we remain a good company. Approximately 23 per cent of the promoter holding in the Godrej Group is held in trusts that invest in the environment, health and education. We are also bringing together our passion and purpose to make a difference through our 'Good & Green' approach to create a more inclusive and greener India.At the heart of all of this, is our talented team. We take much pride in fostering an inspiring workplace, with an agile and high-performance culture. We are also deeply committed to recognising and valuing diversity across our teams."
683,Gannon Dunkerley & Co.,3.9,Engineering & Construction ,"Salary & Benefits, Promotions / Appraisal", Mumbai ,87.0, 1k-5k ,"Gannon Dunkerley & Company initially incorporated as a Private Ltd Company in 1924 was converted to Public Ltd. Company in 1948, after taking over by Indian Management.Gannon carved out its name in the Civil Construction, after diversification and gradually made its presence felt in all major sectors of construction, both Industrial and Infrastructure, throughout the country.GDCL developed confidence with successful completion of several major Civil Construction projects."
684,IIFL SAMASTA,4.1,NBFC ,"Skill Development / Learning, Job Security", Bangalore / Bengaluru ,89.0, 10k-50k ,
685,Mondelez International,4.4,Food Processing ,"Salary & Benefits, Company Culture, Job Security", Greater Chicago Area ,89.0, 1k-5k ,"Mondelēz International, Inc. (NASDAQ: MDLZ) is an American multinational confectionery, food, and beverage company based in Illinois which employs approximately 80,000 individuals around the world.

Our Purpose
Our purpose is to empower people to snack right. We will lead the future of snacking around the world by offering the right snack, for the right moment, made the right way.

Our Brands
We’re leading the future of snacking with iconic brands such as Oreo, belVita and LU biscuits; Cadbury Dairy Milk, Milka and Toblerone chocolate; Sour Patch Kids candy and Trident gum."
686,Capri Global Capital,3.7,NBFC ,"Job Security, Promotions / Appraisal, Work Satisfaction", Mumbai ,89.0, 1k-5k ,"Incepted in 1997, Capri Global Capital Limited (CGCL) is well-known for its range of financial services including home and entrepreneurship loans for those with limited access to financing options and make a lasting difference to their lives.

Today, Capri Global Capital Limited (CGCL) is a listed company on the Bombay Stock Exchange (BSE), the National Stock Exchange (NSE) and registered with the Reserve Bank of India (RBI).

To fulfill our mission of building a financially empowered India, we have collaborated with the Capri Investment Group in Chicago.

We cater to aspiring entrepreneurs from MSME sector by addressing their capital needs, so that they are financially self-reliant. Our various offering like Working Capital Term Loans, Term Loans Against Property and Term Loans for Purchase of Property serve this purpose."
687,Worley,4.1,Engineering & Construction ,"Work Life Balance, Company Culture, Job Security", North Sydney ,88.0, 5k-10k ,"Worley is a leading global provider of professional project and asset services in the energy, chemicals and resources sectors.
We cover the full project lifecycle from guiding our customers with pioneering projects to finding innovative ways of sustaining and enhancing their existing assets. Our comprehensive geographic presence enables us to leverage global expertise and deliver innovative solutions locally, to meet our customers' needs.
Through OneWay™ our enterprise-wide integrity management framework, we establish corporate expectations for Zero Harm to people, assets and no environmental incidents, delivering predictable, consistent outcomes across the entire business. OneWay underpins all our business activities and starts with a personal commitment from everyone who works for us, regardless of location or role.
We are committed to delivering sustained economic and social progress, creating opportunities for individuals, companies and communities to find and realize their own futures, while also creating wealth for our shareholders."
688,JSW Cement,4.1,Building Material ,"Job Security, Salary & Benefits, Company Culture", Mumbai ,88.0, 1k-5k ,"We are present across the value chain of building materials comprising cement, concrete, and construction chemicals. This gives us a unique advantage to cater to the diverse needs of the construction industry with premium, high-quality and eco-friendly products.

We use byproducts from the steel industry as a raw materials to manufacture green cement, thereby ensuring a more sustainable future for the next generation. Capable marketing and service teams always go the extra mile to meet customer expectations within the shortest time. We leverage digital tools, mobile tech, and conversational commerce interventions, with a strong growth plan. Our target is to become a company with a 25 MTPA production capacity by 2023. All current business investments are driven to achieve this goal.

Our business vision has been acknowledged through various awards, Greentech Energy Conservation Award 2021 by Greentech Foundation, Iconic Brand 2021 and Best Infrastructure Brand 2021 by Economic Times, and Significant Achievement in Environment Management in CII ITC Sustainability Awards 2020 to Nandyal plant, among others."
689,Sahara India Pariwar,3.8,Broadcasting ,"Promotions / Appraisal, Salary & Benefits", Lucknow ,87.0, 5k-10k ,"We, Sahara India Pariwar & World's Largest Family, are a major business conglomerate in India, with operations in multiple sectors, including Financial Services & Life Insurance, Mutual Funds, Housing Finance, Infrastructure & Housing, Print and Television News Media, Entertainment Channels, Cinema Production, Healthcare, Hospitality, Manufacturing, Sports and Information Technology. In today's era of uncertain business environment we are embarking upon a journey for a better tomorrow. We intend to continue in building diversified business interests in new ventures such as Retail, Education, Dairy, Poultry, Allied Agriculture, Leisure and Hospitality, Food Factory."
690,Apexon,3.4,IT Services & Consulting ,"Promotions / Appraisal, Job Security, Salary & Benefits", Santa Clara ,88.0, 1k-5k ,"Apexon is a digital technology services & platform solutions company backed by Goldman Sachs Asset Management and Everstone Capital. We specialize in accelerating business transformation and delivering human-centric digital experiences. We bring together distinct core competencies – in AI, analytics, app development, cloud, commerce, CX, data, DevOps, IoT, mobile, quality engineering and UX – to help businesses capitalize on the unlimited opportunities digital offers. For over 26 years, Apexon has been meeting customers wherever they are in the digital lifecycle and helping them outperform their competition through speed and innovation.

We have grown quickly, with over 6,000+ digital engineers across 19 global offices. Both as individual organizations and combined, by taking on our clients’ toughest technology challenges and helping them re-envision business processes and customer engagement. We elevate the human experience through digital innovation. #HumanFirstDigital"
691,Adobe,4.2,Software Product ,"Company Culture, Work Life Balance, Job Security", San Jose ,88.0, 5k-10k ,"Adobe is the global leader in digital media and digital marketing solutions. Our creative, marketing and document solutions empower everyone – from emerging artists to global brands – to bring digital creations to life and deliver immersive, compelling experiences to the right person at the right moment for the best results. In short, Adobe is everywhere, and we’re changing the world through digital experiences."
